year,semester,under,major,subcode,subclass,subname,credit,time,hour,professor,size,isEnglish,isEngineer,oddEven,certify,exam,recommend,recommendGrade,registerRefer,explane,etc
2017 학년도,1학기,학부,기계공학전공,MEE3006,1,기계공학해석,3,"수,금 09:00~10:15 [AS510]",3,박정열,95,O,,,,,"3,4학년",3학년,,,
2017 학년도,1학기,학부,기계공학전공,MEE3013,1,자동제어,3,"화,목 10:30~11:45 [AS510]",3,전도영,84,,,,,,"3,4학년",3학년,,,
2017 학년도,1학기,학부,기계공학전공,MEE3026,1,기계공학실험II,3,토 13:00~18:45 [AS501],6,박정열,21,,,,,,"3,4학년",3학년,,,
2017 학년도,1학기,학부,기계공학전공,MEE3026,2,기계공학실험II,3,토 13:00~18:45 [AS405],6,김대중,20,,,,,,"3,4학년",3학년,,,
2017 학년도,1학기,학부,기계공학전공,MEE3026,3,기계공학실험II,3,토 13:00~18:45 [AS419],6,신충수,16,,,,,,"3,4학년",3학년,,,
2017 학년도,1학기,학부,기계공학전공,MEE3032,1,열전달,3,월 09:00~10:15 / 수 10:30~11:45 [AS414],3,손기헌,70,,,,,,"3,4학년",3학년,,,
2017 학년도,1학기,학부,기계공학전공,MEE4002,1,냉동및공기조화,3,"화,목 13:30~14:45 [K304]",3,정시영,37,,,,,,"3,4학년",3-4학년,,,
2017 학년도,1학기,학부,기계공학전공,MEE4004,1,3D-CAD,3,화 16:30~19:15 [AS612],3,이철수,29,,,,,,"3,4학년",3-4학년,,장소:기계제도실,
2017 학년도,1학기,학부,기계공학전공,MEE4014,1,MEMS설계제작,3,"화,목 15:00~16:15 [AS412]",3,최범규,25,,,,,,"3,4학년",3-4학년,,,
2017 학년도,1학기,학부,기계공학전공,MEE4015,1,바이오역학,3,월 15:00~16:15 / 수 16:30~17:45 [AS305],3,신충수,19,,,,,,"3,4학년",3-4학년,,,
2017 학년도,1학기,학부,기계공학전공,MEE4021,1,창의적종합설계,3,월 16:30~19:15 [AS414],3,김동철,26,O,,,,,4학년,4학년,,구) 창의적공학설계,
2017 학년도,1학기,학부,기계공학전공,MEE4021,2,창의적종합설계,3,월 16:30~19:15 [AS412],3,신충수,30,O,,,,,4학년,4학년,,구) 창의적공학설계,
2017 학년도,1학기,학부,기계공학전공,MEE4032,1,미소열유체역학,3,"수,금 13:30~14:45 [AS412]",3,김원정,30,O,,,,,"3,4학년",3-4학년,,(구)마이크로열유체공학,
2017 학년도,1학기,학부,기계공학전공,MEEG013,1,고급제어1,3,"화,목 13:30~14:45 [K105]",3,전도영,8,,,,,,"3,4학년",3-4학년,,,
2017 학년도,1학기,학부,기계공학전공,MEEG018,1,시스템모델링및해석,3,"수,금 15:00~16:15 [K305]",3,박정열,20,,,,,,"3,4학년",3-4학년,,,
2017 학년도,1학기,학부,미국문화전공,AMC2014,1,번역연습,3,"월,금 16:30~17:45 [J325]",3,김혜진,18,O,,,,,"2,3,4학년",2-4학년,,,"절대 정원 초과 불가, 1학년 수강 불가"
2017 학년도,1학기,학부,미국문화전공,AMC2020,1,문화와글쓰기,3,월 09:00~10:15 / 수 10:30~11:45 [J219],3,송명선,20,O,,,,,전학년,1-4학년,,,절대 정원 초과 불가
2017 학년도,1학기,학부,미국문화전공,AMC2031,1,미국학입문,3,"화,목 10:30~11:45 [J602]",3,노재호,30,O,,,,,1학년,1-4학년,영미문화계(가능),구 문화연구입문,영미문화계열 2017학번만 수강 가능.
2017 학년도,1학기,학부,미국문화전공,AMC2031,2,미국학입문,3,"화,목 12:00~13:15 [J609]",3,박상기,17,O,,,,,전학년,1-4학년,,구 문화연구입문,
2017 학년도,1학기,학부,미국문화전공,AMC2033,1,미국역사와문화,3,"화,목 15:00~16:15 [J107]",3,노재호,48,O,,,,,전학년,1-4학년,,,
2017 학년도,1학기,학부,미국문화전공,AMC3041,1,미국음악장르연구,3,월 10:30~11:45 / 수 12:00~13:15 [J219],3,송명선,36,O,,,,,"2,3,4학년",2-4학년,,(구) 재즈,부제: 힙합. 1학년 수강 불가
2017 학년도,1학기,학부,미국문화전공,AMC3065,1,세계속의미국문화,3,월 13:30~14:45 / 금 12:00~13:15 [J219],3,송명선,31,O,,,,,"2,3,4학년",2-4학년,,,1학년 수강 불가
2017 학년도,1학기,학부,미국문화전공,AMC3077,1,미국서부,3,"화,목 13:30~14:45 [J602]",3,노재호,19,O,,,,,"2,3,4학년",2-4학년,,,1학년 수강 불가
2017 학년도,1학기,학부,미국문화전공,AMC3082,1,미국흑인문화,3,"수,금 13:30~14:45 [J209]",3,부경숙,15,O,,,,,"2,3,4학년",2-4학년,,,1학년 수강 불가
2017 학년도,1학기,학부,미국문화전공,AMC3095,1,환경과문화,3,월 15:00~16:15 / 수 16:30~17:45 [J219],3,배진숙,25,O,,,,,"2,3,4학년",2-4학년,,,1학년 수강 불가
2017 학년도,1학기,학부,미국문화전공,AMC3099,1,미국문화특강II,3,"수,금 09:00~10:15 [J315]",3,배진숙,21,O,,,,,"2,3,4학년",2-4학년,,,부제: 미국 스포츠. 1학년 수강 불가
2017 학년도,1학기,학부,미국문화전공,AMC4100,1,모더니즘과사회변화,3,"수,금 15:00~16:15 [J325]",3,장성진,18,O,,,,,"2,3,4학년",2-4학년,,,1학년 수강 불가
2017 학년도,1학기,학부,미국문화전공,AMC4125,1,인간과과학기술,3,"화,목 09:00~10:15 [J602]",3,박상기,19,O,,,,,"2,3,4학년",2-4학년,,,1학년 수강 불가
2017 학년도,1학기,학부,중국문화전공,CHI2001,1,전공기초중국어1,3,월 12:00~13:15 / 금 10:30~11:45 [J217],3,문영희,24,,,,,,전학년,1-2학년,,,
2017 학년도,1학기,학부,중국문화전공,CHI2004,1,중국문화의이해,3,월 15:00~16:15 / 수 16:30~17:45 [J217],3,이정재,32,,,,,,전학년,1-2학년,,,
2017 학년도,1학기,학부,중국문화전공,CHI2006,1,"오늘의중국,중국인",3,"수,금 13:30~14:45 [J219]",3,홍지순,24,O,,,,,전학년,1-2학년,,,
2017 학년도,1학기,학부,중국문화전공,CHI3001,1,중국어회화1,3,"화,목 13:30~14:45 [J315]",3,"He, Ya Wen",20,,,,,,전학년,2-4학년,,,원어강의
2017 학년도,1학기,학부,중국문화전공,CHI3005,1,고급중국어,3,"화,목 15:00~16:15 [J209]",3,강병규,33,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,중국문화전공,CHI3009,1,빅데이터로본중국사회,3,"화,목 10:30~11:45 [J219]",3,강병규,30,,,,,,전학년,2-4학년,,구 스크린중국어,
2017 학년도,1학기,학부,중국문화전공,CHI3014,1,중국고전명문산책,3,월 10:30~11:45 / 수 12:00~13:15 [J204],3,신지영,29,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,중국문화전공,CHI3015,1,중국의현대와문학,3,"화,목 10:30~11:45 [J319]",3,이욱연,12,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,중국문화전공,CHI3024,1,중화권세계의이해,3,"화,목 16:30~17:45 [J327]",3,"He, Ya Wen",48,,,,,,전학년,2-4학년,,구 중화권지역문화,원어강의
2017 학년도,1학기,학부,중국문화전공,CHI3030,1,문화연구:상징과권력,3,"화,목 13:30~14:45 [J323]",3,김근,21,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,중국문화전공,CHI4012,1,현대중국:구조와쟁점,3,"화,목 15:00~16:15 [J217]",3,이욱연,15,,,,,,전학년,3-4학년,,구 한중문화산업과문화콘텐츠,
2017 학년도,1학기,학부,중국문화전공,CHI4014,1,글로벌라이제이션과중국,3,"수,금 15:00~16:15 [J219]",3,홍지순,24,O,,,,,전학년,2-4학년,,구 중국문화주제특강(교과목명변경)/세계속의중국문화,
2017 학년도,1학기,학부,심리학전공,PSY2001,1,일반심리학,3,"화,목 15:00~16:15 [J118]",3,김근영,176,,,,,,전학년,1-4학년,,,
2017 학년도,1학기,학부,심리학전공,PSY2001,2,일반심리학,3,"화,목 13:30~14:45 [D301]",3,이창환,42,O,,,,,전학년,1-4학년,,,
2017 학년도,1학기,학부,심리학전공,PSY2002,1,심리통계,3,"화,목 16:30~17:45 [AS107]",3,오경기,17,,,,,,전학년,1-4학년,,,
2017 학년도,1학기,학부,심리학전공,PSY2004,1,인지심리학,3,"화,목 10:30~11:45 [D301]",3,이창환,63,O,,,,,전학년,1-4학년,,,
2017 학년도,1학기,학부,심리학전공,PSY3001,1,임상심리학,3,"화,목 13:30~14:45 [D302]",3,김향숙,30,O,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,심리학전공,PSY3005,1,적응심리학,3,"수,금 15:00~16:15 [D302]",3,연규진,29,O,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,심리학전공,PSY3008,1,성격심리학,3,"화,목 10:30~11:45 [D202]",3,백성은,57,,,,,,전학년,2-4학년,,전학년수강신청일에 타전공생신청가능,총인원 70명
2017 학년도,1학기,학부,심리학전공,PSY3010,1,인사심리학,3,월 09:00~10:15 / 수 10:30~11:45 [D301],3,장재윤,20,,,,,,전학년,2-4학년,,구)산업및조직심리학,
2017 학년도,1학기,학부,심리학전공,PSY3012,1,생리및생물심리학,3,월 13:30~14:45 / 금 12:00~13:15 [D202],3,이연경,78,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,심리학전공,PSY3022,1,다문화심리학,3,월 12:00~13:15 / 금 10:30~11:45 [DB101],3,나진경,114,O,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,심리학전공,PSY4005,1,집단상담,3,"화,목 09:00~10:15 [D303A]",3,장재홍,18,,,,,,전학년,2-4학년,,,"2,3,4 학년 수강가능, 총인원 30명 제한"
2017 학년도,1학기,학부,심리학전공,PSY4007,1,진로상담,3,월 12:00~13:15 / 금 10:30~11:45 [D412],3,연규진,23,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,심리학전공,PSY4009,1,집단행동의심리학,3,월 10:30~11:45 / 수 12:00~13:15 [D504],3,남상희,38,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,심리학전공,PSY4014,1,유아및아동심리학,3,"수,금 15:00~16:15 [D301]",3,김근영,61,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,심리학전공,PSY4032,1,상담면접기법,3,"화,목 10:30~11:45 [D303A]",3,장재홍,11,,,,,,전학년,3-4학년,,,"2,3,4 학년 수강가능, 총인원 30명 제한"
2017 학년도,1학기,학부,심리학전공,PSY4036,1,발달정신병리학,3,"화,목 16:30~17:45 [D302]",3,김향숙,26,,,,,,전학년,3-4학년,,,
2017 학년도,1학기,학부,심리학전공,PSY4041,1,판단과의사결정,3,월 15:00~16:15 / 수 16:30~17:45 [D301],3,나진경,36,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,전인교육원,CHS2001,1,한국문화와역사,3,"화,목 10:30~11:45 [K301]",3,정선용,93,,,,,,전학년,1-2학년,,,
2017 학년도,1학기,학부,전인교육원,CHS2001,2,한국문화와역사,3,"월,금 16:30~17:45 [K303]",3,이장우,86,,,,,,전학년,1-2학년,,,
2017 학년도,1학기,학부,전인교육원,CHS2002,1,현대한국의형성,3,월 12:00~13:15 / 금 10:30~11:45 [K201],3,김혜정,95,,,,,,전학년,1-2학년,,,
2017 학년도,1학기,학부,전인교육원,CHS2002,2,현대한국의형성,3,"수,금 09:00~10:15 [K202]",3,정일영,73,,,,,,전학년,1-2학년,,,
2017 학년도,1학기,학부,전인교육원,CHS2002,3,현대한국의형성,3,"화,목 16:30~17:45 [K201]",3,서진교,59,,,,,,전학년,1-2학년,,,
2017 학년도,1학기,학부,전인교육원,CHS2003,1,현대동아시아의형성,3,"화,목 09:00~10:15 [J102]",3,윤병남,87,,,,,,전학년,1-2학년,,,
2017 학년도,1학기,학부,전인교육원,CHS2003,2,현대동아시아의형성,3,"수,금 13:30~14:45 [K201]",3,방향숙,128,,,,,,전학년,1-2학년,,,
2017 학년도,1학기,학부,전인교육원,CHS2003,3,현대동아시아의형성,3,금 13:30~16:15 [J309],3,전인갑,60,,,,,,전학년,1-2학년,,,동아시아공동체 특강
2017 학년도,1학기,학부,전인교육원,CHS2004,1,현대서양의형성,3,"수,금 13:30~14:45 [J118]",3,이종훈,64,,,,,,전학년,1-2학년,,"구 근대시민사회의형성(SHU4017),영미문화의이해(LCU4010) 대체",
2017 학년도,1학기,학부,전인교육원,CHS2004,2,현대서양의형성,3,월 13:30~14:45 / 금 12:00~13:15 [K403],3,권은혜,96,,,,,,전학년,1-2학년,,"구 근대시민사회의형성(SHU4017),영미문화의이해(LCU4010) 대체",
2017 학년도,1학기,학부,전인교육원,CHS2004,3,현대서양의형성,3,"화,목 12:00~13:15 [K503]",3,허구생,80,,,,,,전학년,1-2학년,,"구 근대시민사회의형성(SHU4017),영미문화의이해(LCU4010) 대체",
2017 학년도,1학기,학부,전인교육원,CHS2006,1,역사란무엇인가,3,"수,금 15:00~16:15 [K402]",3,최성철,35,,,,,,전학년,1-4학년,,주의 : 사학과 필수과목(HIS2001)과 다른 과목,
2017 학년도,1학기,학부,전인교육원,CHU4002,1,인물로본한국사,3,"화,목 16:30~17:45 [J309]",3,이숙경,43,,,,,,전학년,1-4학년,,구 한국사와한국인(CHU4001)의 대체과목,
2017 학년도,1학기,학부,전인교육원,CHU4007,1,인물로본서양사,3,"화,목 10:30~11:45 [K502]",3,허구생,65,,,,,,전학년,1-4학년,,구 서양문명의역사(CHU4006)의 대체과목,
2017 학년도,1학기,학부,전인교육원,CHU4011,1,영화로본역사,3,월 12:00~13:15 / 금 10:30~11:45 [K402],3,김지혜,79,,,,,,전학년,1-4학년,,,
2017 학년도,1학기,학부,전인교육원,COR1001,1,읽기와쓰기,3,월 09:00~10:15 / 수 10:30~11:45 [J104],3,김정현,38,,,,,,전학년,1학년,"국제인문학부,지식융합학부(가능)",,"국제인문학부, 지식융합학부 전용"
2017 학년도,1학기,학부,전인교육원,COR1001,2,읽기와쓰기,3,월 15:00~16:15 / 수 16:30~17:45 [J108],3,김신정,19,,,,,,전학년,1학년,"국제인문학부,지식융합학부(가능)",,"국제인문학부, 지식융합학부 전용"
2017 학년도,1학기,학부,전인교육원,COR1001,3,읽기와쓰기,3,월 12:00~13:15 / 금 10:30~11:45 [J106],3,김남미,38,,,,,,전학년,1학년,"국제인문학부,지식융합학부(가능)",,"국제인문학부, 지식융합학부 전용"
2017 학년도,1학기,학부,전인교육원,COR1001,5,읽기와쓰기,3,월 13:30~14:45 / 금 12:00~13:15 [J104],3,최성민,38,,,,,,전학년,1학년,"국제인문학부,지식융합학부(가능)",,"국제인문학부, 지식융합학부 전용"
2017 학년도,1학기,학부,전인교육원,COR1001,6,읽기와쓰기,3,"화,목 10:30~11:45 [J108]",3,김한별,39,,,,,,전학년,1학년,"국제인문학부,지식융합학부(가능)",,"국제인문학부, 지식융합학부 전용"
2017 학년도,1학기,학부,전인교육원,COR1001,7,읽기와쓰기,3,"화,목 12:00~13:15 [J106]",3,이미정,40,,,,,,전학년,1학년,"국제인문학부,지식융합학부(가능)",,"국제인문학부, 지식융합학부 전용"
2017 학년도,1학기,학부,전인교육원,COR1001,8,읽기와쓰기,3,"화,목 13:30~14:45 [J108]",3,김보현,37,,,,,,전학년,1학년,"국제인문학부,지식융합학부(가능)",,"국제인문학부, 지식융합학부 전용"
2017 학년도,1학기,학부,전인교육원,COR1001,9,읽기와쓰기,3,"화,목 15:00~16:15 [J106]",3,박진혁,39,,,,,,전학년,1학년,"국제인문학부,지식융합학부(가능)",,"국제인문학부, 지식융합학부 전용"
2017 학년도,1학기,학부,전인교육원,COR1001,10,읽기와쓰기,3,월 10:30~11:45 / 수 12:00~13:15 [J108],3,이경욱,20,,,,,,전학년,1학년,"국제인문학부,지식융합학부(가능)",,"국제인문학부, 지식융합학부 전용"
2017 학년도,1학기,학부,전인교육원,COR1001,11,읽기와쓰기,3,"수,금 15:00~16:15 [J104]",3,최성민,37,,,,,,전학년,1학년,"국제인문학부,지식융합학부(가능)",,"국제인문학부, 지식융합학부 전용"
2017 학년도,1학기,학부,전인교육원,COR1001,12,읽기와쓰기,3,"월,금 16:30~17:45 [J106]",3,박인성,24,,,,,,전학년,1학년,"국제인문학부,지식융합학부(가능)",,"국제인문학부, 지식융합학부 전용"
2017 학년도,1학기,학부,전인교육원,COR1001,13,읽기와쓰기,3,월 10:30~11:45 / 수 12:00~13:15 [J104],3,최성민,30,,,,,,전학년,1학년,경제학부(가능),,경제학부 전용
2017 학년도,1학기,학부,전인교육원,COR1001,14,읽기와쓰기,3,월 15:00~16:15 / 수 16:30~17:45 [J104],3,김정현,40,,,,,,전학년,1학년,경제학부(가능),,경제학부 전용
2017 학년도,1학기,학부,전인교육원,COR1001,15,읽기와쓰기,3,"수,금 13:30~14:45 [J106]",3,황인순,36,,,,,,전학년,1학년,경제학부(가능),,경제학부 전용
2017 학년도,1학기,학부,전인교육원,COR1001,16,읽기와쓰기,3,"수,금 15:00~16:15 [J108]",3,김한별,39,,,,,,전학년,1학년,경제학부(가능),,경제학부 전용
2017 학년도,1학기,학부,전인교육원,COR1001,18,읽기와쓰기,3,"화,목 16:30~17:45 [J106]",3,박진혁,34,,,,,,전학년,1학년,경제학부(가능),,경제학부 전용
2017 학년도,1학기,학부,전인교육원,COR1001,19,읽기와쓰기,3,월 09:00~10:15 / 수 10:30~11:45 [J106],3,홍승희,26,,O,,,,전학년,1학년,공학부(가능),,공학부 전용 - 공학 인증
2017 학년도,1학기,학부,전인교육원,COR1001,20,읽기와쓰기,3,"화,목 12:00~13:15 [J104]",3,김정현,40,,O,,,,전학년,1학년,공학부(가능),,공학부 전용 - 공학 인증
2017 학년도,1학기,학부,전인교육원,COR1001,21,읽기와쓰기,3,"화,목 10:30~11:45 [J104]",3,김정현,39,,O,,,,전학년,1학년,공학부(가능),,공학부 전용 - 공학 인증
2017 학년도,1학기,학부,전인교육원,COR1001,22,읽기와쓰기,3,"화,목 09:00~10:15 [J104]",3,박상익,19,,,,,,전학년,1학년,공학부(가능),,공학부 전용 - 공학 인증
2017 학년도,1학기,학부,전인교육원,COR1001,23,읽기와쓰기,3,"화,목 13:30~14:45 [J104]",3,황인순,37,,O,,,,전학년,1학년,공학부(가능),,공학부 전용 - 공학 인증
2017 학년도,1학기,학부,전인교육원,COR1001,24,읽기와쓰기,3,"화,목 15:00~16:15 [J104]",3,김정현,40,,O,,,,전학년,1학년,공학부(가능),,공학부 전용 - 공학 인증
2017 학년도,1학기,학부,전인교육원,COR1001,25,읽기와쓰기,3,"화,목 16:30~17:45 [J104]",3,박상익,27,,O,,,,전학년,1학년,공학부(가능),,공학부 전용 - 공학 인증
2017 학년도,1학기,학부,전인교육원,COR1001,26,읽기와쓰기,3,월 10:30~11:45 / 수 12:00~13:15 [J106],3,김효은,39,,O,,,,전학년,1학년,공학부(가능),,공학부 전용 - 공학 인증
2017 학년도,1학기,학부,전인교육원,COR1001,27,읽기와쓰기,3,"수,금 15:00~16:15 [J209]",3,허윤진,38,,O,,,,전학년,1학년,공학부(가능),,공학부 전용 - 공학 인증
2017 학년도,1학기,학부,전인교육원,COR1001,28,읽기와쓰기,3,"수,금 13:30~14:45 [J108]",3,김한별,37,,O,,,,전학년,1학년,공학부(가능),,공학부 전용 - 공학 인증
2017 학년도,1학기,학부,전인교육원,COR1001,29,읽기와쓰기,3,월 13:30~14:45 / 금 12:00~13:15 [J108],3,김신정,40,,O,,,,전학년,1학년,공학부(가능),,공학부 전용 - 공학 인증
2017 학년도,1학기,학부,전인교육원,COR1001,30,읽기와쓰기,3,"월,금 16:30~17:45 [J104]",3,권미란,29,,O,,,,전학년,1학년,공학부(가능),,공학부 전용 - 공학 인증
2017 학년도,1학기,학부,전인교육원,COR1001,31,읽기와쓰기,3,월 15:00~16:15 / 수 16:30~17:45 [J106],3,조경은,17,,O,,,,전학년,1학년,,,재외국민 및 외국인 학생 전용 - 전공과 관계 없이 수강 가능
2017 학년도,1학기,학부,전인교육원,COR1001,32,읽기와쓰기,3,"수,금 15:00~16:15 [J204]",3,조경은,17,,,,,,전학년,1학년,,,재외국민 및 외국인 학생 전용 - 전공과 관계 없이 수강 가능
2017 학년도,1학기,학부,전인교육원,COR1001,33,읽기와쓰기,3,월 15:00~16:15 / 수 16:30~17:45 [J202],3,이경욱,19,,O,,,,전학년,1학년,,,재외국민 및 외국인 학생 전용 - 전공과 관계 없이 수강 가능
2017 학년도,1학기,학부,전인교육원,COR1001,34,읽기와쓰기,3,"수,금 15:00~16:15 [J106]",3,황인순,17,,,,,,전학년,1학년,,,재외국민 및 외국인 학생 전용 - 전공과 관계 없이 수강 가능
2017 학년도,1학기,학부,전인교육원,COR1001,35,읽기와쓰기,3,"화,목 09:00~10:15 [J204]",3,조경은,18,,O,,,,전학년,1학년,,,재외국민 및 외국인학생 전용-전공과 관계없이 수강가능
2017 학년도,1학기,학부,전인교육원,COR1001,36,읽기와쓰기,3,"화,목 09:00~10:15 [J207]",3,이미정,18,,,,,,전학년,1학년,,,재외국민 및 외국인학생 전용-전공과 관계없이 수강가능
2017 학년도,1학기,학부,전인교육원,COR1001,37,읽기와쓰기,3,월 15:00~16:15 / 수 16:30~17:45 [J116],3,이소연,18,,,,O,,전학년,1학년,,,재외국민 및 외국인 학생 전용-(승인과목)
2017 학년도,1학기,학부,전인교육원,COR1001,38,읽기와쓰기,3,"수,금 15:00~16:15 [J202]",3,박진혁,17,,,,O,,전학년,1학년,,,재외국민 및 외국인 학생 전용-(승인과목)
2017 학년도,1학기,학부,전인교육원,COR1001,39,읽기와쓰기,3,"화,목 09:00~10:30 [J209]",3,권미란,16,,,,O,,전학년,1학년,,,재외국민 및 외국인 학생 전용-(승인과목)
2017 학년도,1학기,학부,전인교육원,COR1003,1,글로벌의사소통I,3,월 09:00~10:15 / 수 10:30~11:45 [J110],3,"Ellis, Jason Edward",22,O,,,,,전학년,1학년,"국제인문학부,사회과학부,커뮤니케이션학부,법학부,지식융합학부,경제학부,경영학부(가능)","구 영어I, 신입생 대다수의 학생을 대상으로","인문계열전체 및 지식융합부 전용/개강 첫 주, 각 반에서 COR1003/1005/LCU4103으로 분반 재배정할 수 있음"
2017 학년도,1학기,학부,전인교육원,COR1003,2,글로벌의사소통I,3,"화,목 09:00~10:15 [J321]",3,홍진영,23,O,,,,,전학년,1학년,"국제인문학부,사회과학부,커뮤니케이션학부,법학부,지식융합학부,경제학부,경영학부(가능)","구 영어I, 신입생 대다수의 학생을 대상으로","인문계열전체 및 지식융합부 전용/개강 첫 주, 각 반에서 COR1003/1005/LCU4103으로 분반 재배정할 수 있음"
2017 학년도,1학기,학부,전인교육원,COR1003,3,글로벌의사소통I,3,월 10:30~11:45 / 수 12:00~13:15 [J116],3,"Willers, Arthur Gregory",20,O,,,,,전학년,1학년,"국제인문학부,사회과학부,커뮤니케이션학부,법학부,지식융합학부,경제학부,경영학부(가능)","구 영어I, 신입생 대다수의 학생을 대상으로","인문계열전체 및 지식융합부 전용/개강 첫 주, 각 반에서 COR1003/1005/LCU4103으로 분반 재배정할 수 있음"
2017 학년도,1학기,학부,전인교육원,COR1003,4,글로벌의사소통I,3,"화,목 12:00~13:15 [J112]",3,"Kim, Jae Pil",25,O,,,,,전학년,1학년,"국제인문학부,사회과학부,커뮤니케이션학부,법학부,지식융합학부,경제학부,경영학부(가능)","구 영어I, 신입생 대다수의 학생을 대상으로","인문계열전체 및 지식융합부 전용/개강 첫 주, 각 반에서 COR1003/1005/LCU4103으로 분반 재배정할 수 있음"
2017 학년도,1학기,학부,전인교육원,COR1003,5,글로벌의사소통I,3,"수,금 13:30~14:45 [J112]",3,"Kim, Jae Pil",25,O,,,,,전학년,1학년,"국제인문학부,사회과학부,커뮤니케이션학부,법학부,지식융합학부,경제학부,경영학부(가능)","구 영어I, 신입생 대다수의 학생을 대상으로","인문계열전체 및 지식융합부 전용/개강 첫 주, 각 반에서 COR1003/1005/LCU4103으로 분반 재배정할 수 있음"
2017 학년도,1학기,학부,전인교육원,COR1003,6,글로벌의사소통I,3,"화,목 12:00~13:15 [D506]",3,"Thigpen, Byron Douglas",26,O,,,,,전학년,1학년,"국제인문학부,사회과학부,커뮤니케이션학부,법학부,지식융합학부,경제학부,경영학부(가능)","구 영어I, 신입생 대다수의 학생을 대상으로","인문계열전체 및 지식융합부 전용/개강 첫 주, 각 반에서 COR1003/1005/LCU4103으로 분반 재배정할 수 있음"
2017 학년도,1학기,학부,전인교육원,COR1003,7,글로벌의사소통I,3,월 12:00~13:15 / 금 10:30~11:45 [J321],3,홍진영,23,O,,,,,전학년,1학년,"국제인문학부,사회과학부,커뮤니케이션학부,법학부,지식융합학부,경제학부,경영학부(가능)","구 영어I, 신입생 대다수의 학생을 대상으로","인문계열전체 및 지식융합부 전용/개강 첫 주, 각 반에서 COR1003/1005/LCU4103으로 분반 재배정할 수 있음"
2017 학년도,1학기,학부,전인교육원,COR1003,8,글로벌의사소통I,3,"수,금 09:00~10:15 [J116]",3,"Willers, Arthur Gregory",23,O,,,,,전학년,1학년,"국제인문학부,사회과학부,커뮤니케이션학부,법학부,지식융합학부,경제학부,경영학부(가능)","구 영어I, 신입생 대다수의 학생을 대상으로","인문계열전체 및 지식융합부 전용/개강 첫 주, 각 반에서 COR1003/1005/LCU4103으로 분반 재배정할 수 있음"
2017 학년도,1학기,학부,전인교육원,COR1003,9,글로벌의사소통I,3,월 13:30~14:45 / 금 12:00~13:15 [J321],3,홍진영,25,O,,,,,전학년,1학년,"국제인문학부,사회과학부,커뮤니케이션학부,법학부,지식융합학부,경제학부,경영학부(가능)","구 영어I, 신입생 대다수의 학생을 대상으로","인문계열전체 및 지식융합부 전용/개강 첫 주, 각 반에서 COR1003/1005/LCU4103으로 분반 재배정할 수 있음"
2017 학년도,1학기,학부,전인교육원,COR1003,10,글로벌의사소통I,3,"수,금 13:30~14:45 [J116]",3,"Willers, Arthur Gregory",25,O,,,,,전학년,1학년,"국제인문학부,사회과학부,커뮤니케이션학부,법학부,지식융합학부,경제학부,경영학부(가능)","구 영어I, 신입생 대다수의 학생을 대상으로","인문계열전체 및 지식융합부 전용/개강 첫 주, 각 반에서 COR1003/1005/LCU4103으로 분반 재배정할 수 있음"
2017 학년도,1학기,학부,전인교육원,COR1003,11,글로벌의사소통I,3,월 13:30~14:45 / 금 12:00~13:15 [J116],3,채현순,26,O,,,,,전학년,1학년,"국제인문학부,사회과학부,커뮤니케이션학부,법학부,지식융합학부,경제학부,경영학부(가능)","구 영어I, 신입생 대다수의 학생을 대상으로","인문계열전체 및 지식융합부 전용/개강 첫 주, 각 반에서 COR1003/1005/LCU4103으로 분반 재배정할 수 있음"
2017 학년도,1학기,학부,전인교육원,COR1003,12,글로벌의사소통I,3,"화,목 09:00~10:15 [J114]",3,김영나,21,O,,,,,전학년,1학년,"국제인문학부,사회과학부,커뮤니케이션학부,법학부,지식융합학부,경제학부,경영학부(가능)","구 영어I, 신입생 대다수의 학생을 대상으로","인문계열전체 및 지식융합부 전용/개강 첫 주, 각 반에서 COR1003/1005/LCU4103으로 분반 재배정할 수 있음"
2017 학년도,1학기,학부,전인교육원,COR1003,13,글로벌의사소통I,3,"수,금 15:00~16:15 [J110]",3,조혜연,26,O,,,,,전학년,1학년,,"구 영어I, 신입생 대다수의 학생을 대상으로",2016-2학기 기본영어 수강생 전용반
2017 학년도,1학기,학부,전인교육원,COR1003,14,글로벌의사소통I,3,월 10:30~11:45 / 수 12:00~13:15 [J112],3,정지수,26,O,,,,,전학년,1학년,"국제인문학부,사회과학부,커뮤니케이션학부,법학부,지식융합학부,경제학부,경영학부(가능)","구 영어I, 신입생 대다수의 학생을 대상으로","인문계열전체 및 지식융합부 전용/개강 첫 주, 각 반에서 COR1003/1005/LCU4103으로 분반 재배정할 수 있음"
